measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,1994,353670.96630214143,370450.35414181,337130.3397701776
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,1994,377517.2446000206,394364.44255962333,361619.27122325986
Deaths,South Asia - WB,Male,55+ years,All causes,Number,1994,2507960.94702054,2648180.393863773,2369324.786608358
Deaths,South Asia - WB,Female,55+ years,All causes,Number,1994,1971190.2813170673,2068321.8637223959,1877754.3127176776
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,1994,1204568.7702042055,1278045.392482294,1132290.463509113
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,1994,914856.5563183848,979950.6658959471,852698.2691975355
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1994,167250.52201447505,179641.2935974992,156452.96828467413
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1994,129649.80515452848,137799.83037402216,122340.84198733619
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1994,69053.08739497555,70147.73124072384,68112.46399582223
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1994,34709.11507323305,35173.97251302813,34303.19830466857
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1994,3559764.9884151933,3578107.4084761897,3543532.609343456
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1994,3983806.3743460737,3997843.650563221,3970164.866619872
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1994,1056833.6997344142,1063045.2807522477,1051277.003828298
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1994,386176.9907449797,389478.7798514908,383173.39074311504
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,1994,264471.3057841082,287840.5987794274,240885.9318525837
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,1994,231401.13232409334,248736.9684743818,214266.80578971442
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,1994,61475.26642033032,65028.74318057511,57970.75166754407
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,1994,39988.349928467454,42203.72105654163,37588.658010356856
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,1994,441665.7123017171,463071.36284197663,420863.3318051435
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,1994,363761.9754881358,378073.6510063853,350934.4794043211
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,1994,181591.4222959375,194521.38967038752,169337.08561471535
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,1994,113223.3053233194,123305.57179080919,103951.90227578793
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,1995,283927.4623914288,303273.3044525481,265600.33979220904
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,1995,227500.99434803045,240914.10614960614,215269.0768518352
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,1995,71830.85331815726,73534.42962354416,70265.5281995523
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,1995,39539.161712295114,40452.543929911255,38691.295828544855
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,1995,831941.1816173658,840195.3975751984,824380.3183879618
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,1995,746850.6069473564,753162.9218285232,741123.2095848739
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,1995,433734.3332737506,439499.37131768017,428653.28741105745
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,1995,213014.6109638076,217889.6415628813,209080.21877090278
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1995,158153.75593016896,170152.29183387524,147106.94357719805
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1995,122462.6761817471,130839.43596056907,115031.38950822946
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1995,68665.86368800308,69692.20489668699,67710.25321517485
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1995,34824.71686617074,35276.11041153187,34415.26501454353
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1995,3580276.9616816994,3596619.902399093,3564811.6060539125
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1995,3986475.835822913,3999591.2580919033,3974200.4972369405
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1995,1045015.1597129973,1050932.2348089044,1039637.389869546
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1995,382761.720954363,385832.4940721906,379976.5701367532
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,1995,253854.28274571148,277592.04488042,230375.3098175626
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,1995,220470.99352113044,237500.22539312055,203720.32776377012
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,1995,61044.261586954286,64683.19121423619,57429.73971330208
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,1995,39508.89292107868,41712.28043549389,37032.28088664121
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,1995,451492.9255037781,473892.8154329058,430770.697559262
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,1995,371213.407737329,385867.2363518011,357719.96143208037
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,1995,184349.9660339806,198513.82651231904,171689.33614123854
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,1995,113995.58509469467,123867.52819556471,104093.71459305304
Deaths,South Asia - WB,Male,<5 years,All causes,Number,1995,1852611.7629851783,2045029.2522384117,1674770.099145385
Deaths,South Asia - WB,Female,<5 years,All causes,Number,1995,1801746.3022325977,1977029.3237547595,1640465.6885477032
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,1995,346112.72147023864,363754.0206667913,328809.42887615884
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,1995,365443.1025706979,382724.4748363272,348907.0647342734
Deaths,South Asia - WB,Male,55+ years,All causes,Number,1995,2522780.644663322,2674005.1768614175,2377501.0573441605
Deaths,South Asia - WB,Female,55+ years,All causes,Number,1995,1989010.944884849,2081401.6735237986,1896377.823698163
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,1995,1221243.2731596322,1299920.3088985458,1144830.8209688142
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,1995,917077.4576393638,979314.8868435126,855064.3030533078
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,1994,1056760.608953748,1137050.712575135,973558.5605059323
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,1994,864378.2758867848,923737.8813058728,808363.3754276019
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,1994,269516.0266424014,283050.3101287714,255535.0011792713
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,1994,168869.06653770697,176406.07678828004,161230.9285369602
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,1994,4477421.877904444,4823427.7677525375,4148658.704783109
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,1994,3979228.267754548,4227229.401098247,3709006.376182913
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,1994,1581232.2937168377,1716019.93697423,1458059.5133030852
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,1994,964975.7192927202,1062214.5200482418,870631.986056071
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,1994,2208178.9707821435,2347242.620339563,2074607.376913748
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,1994,1915579.0851080182,2003930.730932275,1834318.0164707375
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,1994,281310.62996046885,342444.4769242897,242593.35868790204
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,1994,221458.87122016447,266372.14535157714,190593.05173447987
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,1994,1062689.0861442196,1126356.4148993592,1003630.3979663353
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,1994,863998.6251816701,903458.4625903214,824967.7851098498
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,1994,956880.4564854817,1130727.9458476503,826796.975617858
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,1994,769460.2798639556,912515.1173127894,663682.7030616297
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,1995,1007186.2172088722,1086136.9075910507,931221.7487326987
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,1995,820026.4950908411,874533.5863787795,766602.4269076395
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,1995,266392.35195360234,278982.77138208837,253013.7987336105
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,1995,172332.36693006763,179630.54695407205,165557.91717698495
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,1995,4604650.427377676,4936638.036632811,4320214.609707915
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,1995,4008520.1929370635,4258765.478489479,3760720.161520692
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,1995,1615650.0017031666,1743537.9222618025,1509477.5129966943
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,1995,1009668.8848055004,1108537.7419236875,917986.6775546375
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,1995,2181251.9123394317,2314450.5619863514,2045349.4875854545
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,1995,1873368.942769673,1954607.5310153,1787375.9144997043
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,1995,211428.0283410659,226208.04903039886,196942.72003400506
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,1995,170332.6834759988,186068.71575151317,156343.12275890005
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,1995,1074359.9628848915,1135086.7197849273,1013026.2213042811
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,1995,866471.2921467505,909264.8778128698,824582.8458161177
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,1995,827863.5468737612,949540.9599166509,737039.2753684976
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,1995,771144.102351137,926754.702825577,654100.1882374353
Deaths,North America,Male,<5 years,All causes,Number,1995,21801.136073935693,21998.71691942244,21608.57056294034
Deaths,North America,Female,<5 years,All causes,Number,1995,16989.843052242093,17166.655518333475,16812.478714857363
Deaths,North America,Male,5-19 years,All causes,Number,1995,17495.428183368727,17553.86420370978,17438.804147689923
Deaths,North America,Female,5-19 years,All causes,Number,1995,7931.049832176297,7962.786137117638,7900.68979923915
Deaths,North America,Male,55+ years,All causes,Number,1995,1012282.9025143813,1014573.4120877237,1010142.9885421536
Deaths,North America,Female,55+ years,All causes,Number,1995,1093467.8154876875,1096290.7142346003,1090752.9966167465
Deaths,North America,Male,20-54 years,All causes,Number,1995,231671.19542373496,232256.76582415818,231104.86144226644
Deaths,North America,Female,20-54 years,All causes,Number,1995,112616.18542932396,113047.46413763506,112195.38774263738
Deaths,North America,Male,<5 years,All causes,Number,1994,23194.246706392118,23402.96001633689,22973.308111325136
Deaths,North America,Female,<5 years,All causes,Number,1994,17969.461723441775,18153.286131422698,17782.643945822263
Deaths,North America,Male,5-19 years,All causes,Number,1994,17738.980757751884,17799.865755001087,17676.659559035692
Deaths,North America,Female,5-19 years,All causes,Number,1994,7834.363366677159,7865.314029798252,7802.956473144938
Deaths,North America,Male,55+ years,All causes,Number,1994,998451.9907355878,1000678.5109799231,996315.5658799221
Deaths,North America,Female,55+ years,All causes,Number,1994,1069689.3711813285,1072236.9803262802,1066985.0250922798
Deaths,North America,Male,20-54 years,All causes,Number,1994,229936.45881769375,230534.2368738287,229366.82871551925
Deaths,North America,Female,20-54 years,All causes,Number,1994,109899.12985017025,110293.54839912405,109482.79260689706
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,1996,953390.3436390029,1028222.2849244341,882483.1217696762
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,1996,773144.2274115339,829280.3931386218,722937.3012752206
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,1996,261249.1266746964,274285.02866209234,248707.7789088643
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,1996,169743.25081370046,176696.98243627595,162856.04935452953
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,1996,4663801.986789643,4978976.422897732,4385670.23213011
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,1996,4032017.9570452916,4260301.917159309,3804687.2867608806
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,1996,1627988.1996215817,1747882.5901918735,1525440.0635575107
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,1996,1015475.3669022658,1103366.4281315017,928456.0621626074
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1996,148732.18700330364,160146.72418714035,137672.4489954363
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1996,114871.19547352658,122735.69957922446,107276.98890491985
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1996,64624.61286666318,65556.91377555171,63725.28114213188
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1996,33340.670040527766,33758.88279898229,32952.157796108404
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1996,3540599.124518184,3557910.1993257753,3524966.9482960138
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1996,3953004.7404133016,3965493.6307660043,3940029.4128655973
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1996,982963.4183683336,989198.3017836694,977430.0998529501
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1996,366159.7763825158,368976.9182567879,363488.1061784416
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,1996,2207093.4499806226,2339945.6084849364,2069720.8255970213
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,1996,1893910.1650935765,1979533.508708343,1807000.2534029365
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,1996,224057.82196654164,238987.12437523206,209944.878194486
